                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,      train/dehaze_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,        val/dehaze_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     61,                0.93883,                 1.0896,                 1.2442,                0.00776,                0.68373,                0.60347,                0.64899,                0.43265,                 1.1779,                 1.2681,                 1.4063,                      0,                0.00406,                0.00406,                0.00406
                     62,                0.94768,                 1.0984,                 1.2473,                0.00768,                0.66175,                0.58973,                0.63391,                0.41926,                 1.1903,                 1.2854,                 1.4252,                      0,               0.003961,               0.003961,               0.003961
                     63,                0.92381,                 1.0932,                 1.2301,                0.00764,                0.66072,                0.59491,                0.63375,                0.42265,                 1.1777,                 1.2444,                 1.4142,                      0,               0.003862,               0.003862,               0.003862
                     64,                0.92596,                 1.0712,                 1.2304,                0.00763,                0.67752,                0.59944,                0.64766,                0.43548,                 1.1722,                  1.239,                 1.4039,                      0,               0.003763,               0.003763,               0.003763
                     65,                0.92383,                  1.063,                 1.2274,                0.00764,                0.68405,                0.60256,                0.65083,                0.43546,                 1.1799,                 1.2429,                 1.4063,                      0,               0.003664,               0.003664,               0.003664
                     66,                0.92743,                 1.0556,                 1.2282,                0.00764,                0.67868,                0.59846,                0.64487,                0.42952,                 1.1798,                 1.2531,                 1.4041,                      0,               0.003565,               0.003565,               0.003565
                     67,                0.91407,                  1.044,                  1.218,                0.00762,                0.69798,                0.60593,                0.65511,                0.43812,                 1.1845,                 1.2489,                 1.4065,                      0,               0.003466,               0.003466,               0.003466
                     68,                0.90028,                 1.0408,                  1.213,                0.00769,                0.71397,                0.58396,                0.64645,                0.43521,                 1.1655,                 1.2394,                 1.3958,                      0,               0.003367,               0.003367,               0.003367
                     69,                0.89992,                  1.025,                 1.2162,                0.00756,                0.67909,                0.60951,                0.64914,                0.43382,                 1.1704,                 1.2459,                 1.4002,                      0,               0.003268,               0.003268,               0.003268
                     70,                0.89579,                 1.0122,                 1.2099,                0.00757,                0.70137,                0.59644,                 0.6483,                0.42995,                 1.1775,                 1.2504,                 1.4124,                      0,               0.003169,               0.003169,               0.003169
                     71,                0.89923,                 1.0025,                 1.2083,                0.00758,                0.68323,                0.61028,                0.64665,                0.43223,                 1.1708,                  1.249,                 1.3985,                      0,                0.00307,                0.00307,                0.00307
                     72,                0.89532,                  1.017,                 1.2109,                0.00758,                0.71553,                0.59952,                0.64898,                0.43242,                 1.1687,                 1.2443,                 1.3999,                      0,               0.002971,               0.002971,               0.002971
                     73,                0.88737,                 0.9869,                 1.2041,                0.00757,                0.70418,                0.60708,                0.65547,                 0.4405,                  1.157,                 1.2261,                 1.3795,                      0,               0.002872,               0.002872,               0.002872
                     74,                0.89178,                0.99823,                 1.2058,                0.00756,                0.69418,                0.60812,                0.66096,                0.44364,                 1.1684,                 1.2303,                 1.3974,                      0,               0.002773,               0.002773,               0.002773
                     75,                0.88721,                0.98269,                 1.1999,                0.00758,                 0.6901,                0.61156,                0.66068,                0.44602,                 1.1661,                  1.217,                 1.3869,                      0,               0.002674,               0.002674,               0.002674
                     76,                0.87498,                0.97709,                 1.1959,                0.00756,                0.69988,                0.59795,                0.64846,                 0.4417,                  1.161,                 1.2317,                 1.3966,                      0,               0.002575,               0.002575,               0.002575
                     77,                0.86122,                0.96052,                 1.1929,                0.00756,                0.67673,                0.61962,                0.65408,                0.44053,                 1.1576,                 1.2335,                 1.3977,                      0,               0.002476,               0.002476,               0.002476
                     78,                0.86244,                0.97299,                 1.1959,                0.00749,                0.68416,                0.62218,                0.66095,                0.44507,                   1.16,                 1.2066,                 1.3978,                      0,               0.002377,               0.002377,               0.002377
                     79,                0.86738,                0.95857,                 1.1922,                0.00742,                0.68632,                0.61104,                0.65958,                0.44722,                 1.1518,                 1.2074,                 1.3899,                      0,               0.002278,               0.002278,               0.002278
                     80,                0.85851,                0.94199,                 1.1818,                0.00751,                0.69346,                0.61875,                0.66058,                0.44765,                 1.1533,                 1.2071,                 1.3837,                      0,               0.002179,               0.002179,               0.002179
                     81,                0.85622,                 0.9347,                 1.1821,                0.00743,                0.70649,                0.60582,                0.66665,                0.45353,                 1.1569,                 1.2108,                  1.392,                      0,                0.00208,                0.00208,                0.00208
                     82,                0.84671,                0.93457,                 1.1883,                0.00742,                0.70383,                0.61587,                0.66753,                0.45227,                 1.1622,                 1.2168,                 1.3946,                      0,               0.001981,               0.001981,               0.001981
                     83,                0.83703,                0.90022,                 1.1684,                0.00748,                0.72406,                0.59591,                0.66386,                0.45167,                 1.1625,                  1.214,                 1.3924,                      0,               0.001882,               0.001882,               0.001882
                     84,                0.83613,                0.90888,                 1.1654,                0.00744,                 0.6977,                0.62411,                0.66685,                0.45393,                 1.1564,                  1.206,                 1.3896,                      0,               0.001783,               0.001783,               0.001783
                     85,                0.83344,                0.89548,                 1.1701,                0.00745,                0.70211,                0.61499,                0.67227,                 0.4562,                 1.1479,                 1.1864,                 1.3886,                      0,               0.001684,               0.001684,               0.001684
                     86,                0.83316,                 0.8952,                   1.17,                0.00738,                0.70135,                0.60934,                  0.663,                0.45189,                 1.1592,                 1.2125,                 1.3885,                      0,               0.001585,               0.001585,               0.001585
                     87,                0.84467,                0.91788,                 1.1783,                0.00741,                0.68496,                0.62789,                0.67437,                0.45471,                 1.1602,                 1.2029,                 1.3918,                      0,               0.001486,               0.001486,               0.001486
                     88,                0.81924,                0.88503,                 1.1595,                0.00741,                 0.6949,                0.62515,                0.67057,                0.45549,                 1.1534,                  1.196,                 1.3865,                      0,               0.001387,               0.001387,               0.001387
                     89,                0.80492,                0.87647,                 1.1574,                0.00743,                0.72352,                0.61135,                0.67682,                0.46147,                 1.1463,                 1.1863,                 1.3826,                      0,               0.001288,               0.001288,               0.001288
                     90,                0.75986,                0.71386,                 1.1233,                 0.0064,                0.71249,                0.60022,                0.66689,                0.45287,                 1.1489,                 1.1967,                 1.3875,                      0,               0.001189,               0.001189,               0.001189
                     91,                0.74015,                0.68304,                 1.1017,                0.00627,                0.71514,                0.60381,                0.66658,                0.45221,                 1.1516,                 1.1934,                 1.3977,                      0,                0.00109,                0.00109,                0.00109
                     92,                0.72799,                0.66578,                 1.0975,                0.00617,                0.70312,                0.62877,                0.67101,                0.45408,                 1.1581,                 1.1975,                 1.3989,                      0,               0.000991,               0.000991,               0.000991
                     93,                0.71919,                0.66291,                 1.0878,                0.00619,                0.73342,                0.60288,                0.67639,                0.45994,                 1.1471,                 1.1786,                 1.3906,                      0,               0.000892,               0.000892,               0.000892
                     94,                0.71762,                0.65418,                 1.0958,                0.00617,                0.72684,                0.61262,                0.67668,                0.46207,                 1.1519,                 1.1837,                 1.4009,                      0,               0.000793,               0.000793,               0.000793
                     95,                0.69996,                0.64386,                 1.0841,                0.00617,                0.71774,                0.61736,                0.67234,                0.45817,                 1.1501,                 1.1885,                 1.4007,                      0,               0.000694,               0.000694,               0.000694
                     96,                0.69914,                0.63898,                 1.0759,                0.00608,                0.70301,                0.61762,                0.67383,                0.45894,                 1.1481,                 1.1841,                 1.3954,                      0,               0.000595,               0.000595,               0.000595
                     97,                 0.6973,                0.62936,                 1.0773,                0.00603,                0.69554,                0.62581,                 0.6742,                0.45872,                 1.1482,                 1.1817,                 1.3987,                      0,               0.000496,               0.000496,               0.000496
                     98,                 0.6951,                0.62356,                 1.0702,                0.00608,                0.72497,                0.61161,                0.67988,                0.46301,                 1.1507,                 1.1747,                  1.402,                      0,               0.000397,               0.000397,               0.000397
                     99,                0.68831,                0.60806,                 1.0644,                0.00602,                 0.7239,                0.62038,                0.67992,                 0.4613,                 1.1471,                 1.1753,                 1.4007,                      0,               0.000298,               0.000298,               0.000298
